Data;Estação;Latitude;Longitude;Radiação Solar (W/m2);Precipitação (mm);Vel do Vento Média (km/h);Temp. Mínima (°C);Temp. Média (°C);Temp. Máxima (°C);Umidade Rel. Mín. (%);Umidade Rel. Média (%);Umidade Rel. Máxima (%);Rajada de Vento (km/h);Evapotranspiração (mm)
"11/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";154;0;1,7;21,31;22,13;23,24;87,65;90,99;94,96;5;
"11/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";234;0,2;2,4;22,65;23,23;24,15;82,16;89,95;97,19;9,7;
"11/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";397;0;5,2;22,92;25,22;26,8;65,94;80,21;95,43;11,9;
"11/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";477;0;3,7;26,1;26,71;27,25;66,54;69,89;76,44;11,2;
"11/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";781;0;3,2;27,21;28,23;28,92;63,56;65,49;67,64;13;
"11/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1074;0;3,1;28,5;29,18;30,18;56,68;63,52;69,64;11,5;
"11/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";906;0;3,2;28,66;29,75;31,17;55,54;62,2;66,45;9,4;
"11/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";922;0;5,6;29,68;30,06;30,58;59,95;64,75;67,88;14,8;
"11/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";687;0;4,9;29,02;30;30,77;56,62;64,04;69,18;11,2;
"11/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";563;0;6,5;28,32;29,15;29,62;66,43;69,38;73,62;16,6;
"11/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";149;0;3,2;26,29;26,92;29,16;66,75;78,75;82,95;13,3;
"11/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";68;0;2,3;25,47;25,91;26,26;79,53;81,7;84,78;7,2;
"11/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,4;24,14;24,57;25,13;82,98;86,16;90,13;6,1;
"11/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,7;23,09;23,75;24,69;82,22;89,77;94,52;6,5;
"11/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;23,19;23,65;24,03;83,27;87,04;91,73;2,5;
"11/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;23,26;23,44;23,66;84,18;86,65;88,8;3,2;
"11/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;22,46;23,04;23,47;84,87;89,05;92,08;3,2;
"12/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,4;21,71;22,1;22,66;90,04;94,05;96,8;4,3;4,5
"12/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,4;21,97;22,39;22,94;88,96;93,68;98;19,1;
"12/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;21,17;22,09;22,91;89,28;93,85;100;18;
"12/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2;21,06;21,18;21,39;99,16;99,83;100;7,6;
"12/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,7;20,97;21,15;21,36;99,73;99,96;100;9;
"12/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,8;20,9;21,06;21,3;99,52;99,93;100;7,6;
"12/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";27;0;0,7;21,06;21,53;21,9;96,09;98,71;100;5,8;
"12/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";177;0;1,2;22,01;22,97;23,9;85,37;90,48;100;5,4;
"12/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";280;0;2,4;23,46;23,92;24,53;81,93;85,12;87,65;7,2;
"12/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";400;0;3,4;23,91;24,56;25,32;78,78;83,32;88,35;7,6;
"12/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";435;0;2,3;24,93;25,59;26,28;75,99;79,64;84,43;7,2;
"12/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";586;0;2,6;26,22;26,55;27,37;67,83;73,73;80,54;7,9;
"12/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";561;0;3;26,2;26,9;27,31;66,33;73,49;78,06;10,1;
"12/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";705;0;2,9;27,36;27,99;29,3;65,02;70,45;73,75;9,7;
"12/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";860;0;3,8;27,58;28,64;29,64;66,75;71,21;76,42;12,2;
"12/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";693;0;3,5;28,06;29,34;30,49;62,91;67,13;73,81;15,5;
"12/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";597;0;4;29,21;29,43;29,67;63,03;65,95;69,79;10,8;
"12/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";400;0;2,2;29,54;29,85;30,96;54,16;63,19;67,35;8,6;
"12/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";236;0;3,4;27,21;28,3;29,43;60,37;64,45;70,7;11,9;
"12/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";2;0;0,3;25,12;26,02;26,95;62,26;70,22;81,66;2,9;
"12/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,3;22,55;24,69;25,51;69,75;76,27;84,89;25,9;
"12/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;2,2;6,8;20,01;20,67;21,82;86,96;94,4;100;20,5;
"12/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;4,2;1,8;19,44;19,87;20,31;97,24;99,55;100;6,1;
"12/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,6;10,1;19,87;20,03;20,32;95,91;98,85;100;32,4;
"13/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,8;3,5;19,22;19,41;19,62;99,97;99,98;99,99;10,4;3,9
"13/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,6;19,05;19,21;19,37;99,97;99,97;99,97;6,8;
"13/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,5;19,38;19,66;20,05;95,19;97,93;100;28,4;
"13/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,5;18,9;19,17;19,49;94,71;97,25;99,37;9,7;
"13/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1;19;19,69;20,3;86,18;93,35;100;4,3;
"13/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,7;18,58;18,8;19,26;99,1;99,91;100;4;
"13/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";13;0;2;18,53;18,91;19,19;97,46;99,32;100;11,2;
"13/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";90;0;3,9;19,36;19,89;20,2;89,8;93;98,36;10,8;
"13/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";192;0;2,6;20,39;20,91;21,53;84,72;89,58;93,28;9,7;
"13/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";274;0;4,4;20,67;20,98;21,8;89,6;92,64;94,66;11,2;
"13/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";509;0;10,6;22,04;23,12;24,43;81,79;86,14;89,44;24,5;
"13/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";880;0;10,7;24,19;25,53;26,67;75,67;79,25;84,94;29,9;
"13/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";900;0;9,1;25,93;26,63;28;71,47;75,97;80,36;25,6;
"13/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1018;0;6,4;26,37;27,56;29,01;64,79;70,85;75,72;15,8;
"13/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";745;0;5,7;26,93;27,74;29,3;64,74;69,97;74,65;13,7;
"13/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";459;0;4,1;27,08;27,79;28,43;63,33;68,28;73,17;13,7;
"13/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";87;0;5,7;25,5;26,02;26,74;73,6;76,66;81,12;14,4;
"13/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";44;0,4;3,7;23,53;24,41;25,44;80,46;89,08;99,07;10,4;
"13/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";27;0;1,9;23,3;23,66;24,02;94,72;96,24;97,92;8,6;
"13/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,9;22,69;22,88;23,32;94,96;97,03;98,12;7,2;
"13/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,8;22,43;22,56;22,78;89,23;93,88;96,31;19,8;
"13/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,4;19,51;20,48;21,9;88,82;94,09;98,93;23;
"13/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,5;19,38;19,52;19,68;99,25;99,83;100;4,7;
"13/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,5;19,39;19,62;19,97;99,63;99,95;100;5,8;
"14/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,3;19,94;20,19;20,43;97,85;98,48;99,38;21,2;5,4
"14/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,5;20,42;20,68;20,86;94,4;96,3;98,39;25,9;
"14/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,6;20,29;20,84;21,3;89,55;92,9;95,91;18,7;
"14/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,6;20,04;20,13;20,39;92,92;94,23;94,98;18,4;
"14/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,2;19,78;20,06;20,33;92,29;93,9;95,46;16,6;
"14/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,5;19,6;19,78;19,92;91,63;93,75;95,61;17,3;
"14/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";52;0;7,7;19,84;20,19;20,53;88,33;91,27;92,88;23,4;
"14/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";136;0;6,8;20,48;20,82;21,26;84,37;87;89,93;15,5;
"14/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";240;0;2,8;21,32;21,98;22,85;80,23;83,48;86,06;11,9;
"14/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";464;0;3,5;22,81;24,13;26,03;70,79;77,36;84,74;13,3;
"14/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";642;0;4,8;24,9;25,56;26,65;67,72;71,14;77,71;13,3;
"14/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";764;0;3,9;25,82;26,97;27,79;60,51;66,01;71,94;11,9;
"14/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1145;0;4,5;27,56;28,36;28,94;57,84;64,08;67,9;18;
"14/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";835;0;2,9;28,04;28,79;29,66;56,9;60,77;65,14;10,1;
"14/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1034;0;2,6;28,32;29,66;31,22;47,44;57,85;67,55;10,1;
"14/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";803;0;3;29,45;29,98;30,82;43,04;52,58;58,98;9;
"14/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";578;0;1,9;29,99;30,53;31,31;47,22;50,47;53,12;9;
"14/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";314;0;2,1;28,79;29,62;30,31;49,76;53,63;59,7;6,5;
"14/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";59;0;0,1;26,26;27,51;28,81;58,88;65,41;72,2;3,2;
"14/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";5;0;1,3;24,83;25,41;26,03;69,16;78,47;83,53;5;
"14/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,7;24,1;24,52;24,79;84,41;87,02;91,36;4;
"14/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,9;23,18;24,03;24,99;83,88;89,94;95,08;6,1;
"14/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,7;23,15;23,54;24,02;82,67;89,43;94,75;28,1;
"14/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;16,5;20,65;21,28;22,72;83,94;94,17;99,33;39,2;
"15/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,8;9,8;20,23;20,39;20,65;97,49;99,28;100;26,6;3,2
"15/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,4;5;19,69;20,08;20,58;99,97;99,98;99,99;11,9;
"15/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;1,4;3,6;19,73;19,79;19,84;99,97;99,97;99,98;10,4;
"15/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;2;9,1;19,92;20,05;20,25;99,98;99,98;99,98;24,8;
"15/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;2;8,9;19,92;20,18;20,42;96,63;99,23;100;22,3;
"15/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,8;3;20,42;20,62;20,79;93,12;96,21;97,7;9;
"15/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";28;0;7,2;20,5;20,59;20,72;94,69;96,12;98,31;18,4;
"15/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";77;0;9,5;20,53;20,86;21,16;96,68;97,72;99,48;24,5;
"15/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";250;0;3,3;21,28;21,92;22,46;93,34;96,01;98,5;11,2;
"15/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";447;0;2,2;22,22;23,43;24,33;81,82;88,42;96,92;7,9;
"15/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";656;0;4,4;25,16;25,8;26,62;72,69;76,97;83,21;13,3;
"15/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";614;0;3,3;25,59;26,28;27,63;70,16;75,38;78,76;9,4;
"15/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";907;0;3,4;26,82;27,63;29,11;61,43;68,99;75,51;13;
"15/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";663;0;5,1;23,86;27,22;28,8;61,32;72,05;84,39;22,3;
"15/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";110;0;5;21,74;22,52;23,68;85,29;93,01;97,61;15,8;
"15/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";98;0;4,6;21,82;22,25;22,65;85,43;92,31;98,29;16,6;
"15/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";47;0,6;2,3;21,11;21,33;21,74;99,06;99,87;99,99;7,9;
"15/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";105;0;1,2;21,33;21,79;22,2;98,95;99,83;100;5,4;
"15/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";34;0;0,7;21,54;21,79;22,12;99,98;99,98;99,99;3,2;
"15/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,8;20,95;21,2;21,43;99,97;99,97;99,98;4;
"15/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,7;20,86;21,6;22,24;93,02;97,53;99,99;7,2;
"15/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;21,79;21,98;22,33;90,36;93,86;96,59;18;
"15/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,3;21,79;21,92;22,04;93,18;94,89;96,72;16,9;
"15/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,8;21,02;21,2;21,59;98,37;99,84;100;20,9;
"16/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;20,82;21,03;21,24;96,83;98,17;99,23;14,8;4,7
"16/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;14;20,62;20,94;21,16;95,92;96,89;98,17;37,4;
"16/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;14,8;20,22;20,31;20,49;99,49;99,95;100;28,8;
"16/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,3;20,19;20,3;20,38;99,99;99,99;99,99;23;
"16/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,3;19,97;20,04;20,14;99,99;99,99;100;17,6;
"16/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;19,88;19,95;20,01;99,99;99,99;99,99;13,3;
"16/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";27;0;5,7;19,81;19,93;20,21;99,98;99,98;99,99;13,7;
"16/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";175;0;5,8;20,36;21,02;22,04;92,92;97,31;100;13,7;
"16/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";300;0;6,4;21,96;23,2;23,86;82,14;86,62;91,9;16,2;
"16/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";488;0;5,8;24,02;24,98;25,94;75,46;78,48;81,28;16,2;
"16/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";717;0;5,7;25,59;26,56;27,59;70,08;73,19;79,02;16,6;
"16/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";907;0;3,5;27,09;27,83;28,46;60,63;67,86;71,85;13,3;
"16/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1021;0;2,7;27,65;28,72;29,62;60,26;64,78;72,19;9,4;
"16/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";925;0;4;27,37;28,83;29,56;58,95;66,81;72,74;13;
"16/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";907;0;4,2;28,51;29,63;30,17;58,97;64,02;69,2;11,9;
"16/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";538;0;6,4;25,54;28,17;30,67;50,43;67,85;79,61;15,8;
"16/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";55;4,2;4,4;21,78;22,71;24,48;86,75;98,04;100;11,9;
"16/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";76;0,4;2,3;22,36;23,11;24,02;96,35;98,47;100;7,2;
"16/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";40;0;2,3;23,71;23,87;24,17;96,16;97,8;100;9,7;
"16/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,7;23,21;23,56;23,8;99,58;99,95;100;5,4;
"16/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;22,89;23,2;23,6;90,24;94,76;100;10,1;
"16/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;22,84;22,95;23,26;92,77;94,58;95,87;8,6;
"16/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,3;22,04;22,42;22,71;95,76;97,08;99,56;15,1;
"16/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,6;21,36;21,57;21,93;99,98;99,98;100;11,5;
"17/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,7;21,05;21,28;21,4;99,97;99,97;99,98;14,8;4,5
"17/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,4;20,69;20,85;21,09;99,98;99,98;99,98;10,4;
"17/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2;20,52;20,67;20,81;99,98;99,99;99,99;5,4;
"17/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;19,9;20,11;20,46;99,97;99,97;99,99;2,2;
"17/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;19,86;19,94;20,07;99,97;99,97;99,97;1,8;
"17/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;19,83;19,94;20,2;99,97;99,97;99,97;2,5;
"17/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";32;0,2;2,5;19,96;20,39;20,72;99,97;99,98;99,98;6,5;
"17/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";167;0;2,6;20,63;21,49;22,63;97,94;99,68;99,99;7,9;
"17/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";274;0;1,6;21,8;22,48;23,3;93,77;98,18;100;6,8;
"17/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";215;0;1,3;22,62;22,96;23,3;92,04;94,22;97,11;5;
"17/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";501;0;0,9;23,01;24,24;25,3;82,14;88,49;94,78;5,8;
